ID,Source,Title,ObjectName,Medium,Period,Classification,ImageURL
CLE_122513,Cleveland Museum of Art,Statuette of Harpocrates,Sculpture,"bronze, solid cast",304–30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1942.777/1942.777_web.jpg
CLE_152698,Cleveland Museum of Art,Cap with Striped Inscribed Silk,Textile,Silk,1300s,Unclassified,https://openaccess-cdn.clevelandart.org/1985.5/1985.5_web.jpg
CLE_127175,Cleveland Museum of Art,Marsh Scene with Cat and Birds,Sculpture,limestone,c. 667–647 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1949.498/1949.498_web.jpg
CLE_128298,Cleveland Museum of Art,Priests Performing Funeral Rites,Sculpture,limestone,c. 667–647 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1951.287/1951.287_web.jpg
CLE_102369,Cleveland Museum of Art,Canopic Jar with Man's Head,Funerary Equipment,travertine,664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1921.1019/1921.1019_web.jpg
CLE_128296,Cleveland Museum of Art,Small Head of a Man,Sculpture,limestone,c. 667–647 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1951.285/1951.285_web.jpg
CLE_153804,Cleveland Museum of Art,The Donkey Led to the River,Print,etching and engraving,c. 1652–54,Unclassified,https://openaccess-cdn.clevelandart.org/1987.92.3/1987.92.3_web.jpg
CLE_112312,Cleveland Museum of Art,Relief of Nyankhnesut Seated,Sculpture,painted limestone,c. 2311–2281 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1930.735/1930.735_web.jpg
CLE_128297,Cleveland Museum of Art,Priests Performing Funeral Rites,Sculpture,limestone,c. 667–647 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1951.286/1951.286_web.jpg
CLE_111339,Cleveland Museum of Art,Fragment,Textile,Block printing on plain weave cotton ground,1200s–1300s,Reliefs,https://openaccess-cdn.clevelandart.org/1929.845/1929.845_web.jpg
CLE_141479,Cleveland Museum of Art,False Door of Nykara,Sculpture,limestone,2408–2341 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1964.91/1964.91_web.jpg
CLE_102371,Cleveland Museum of Art,Canopic Jar with Man's Head (lid),Funerary Equipment,travertine,664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1921.1019.b/1921.1019.b_web.jpg
CLE_117502,Cleveland Museum of Art,Temptation of Saint Anthony of Egypt,Sculpture,stone,c. 1400s,Statuary,https://openaccess-cdn.clevelandart.org/1938.168/1938.168_web.jpg
CLE_101386,Cleveland Museum of Art,Votive Head of a King,Sculpture,limestone,305–246 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1920.1999/1920.1999_web.jpg
CLE_152161,Cleveland Museum of Art,Spouted Bowl,Vessels,anorthosite gneiss,c. 2573–2454 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1985.108/1985.108_web.jpg
CLE_101393,Cleveland Museum of Art,Black-Topped Beaker,Vessels,Nile silt pottery,4500–3000 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1920.2005/1920.2005_web.jpg
CLE_160975,Cleveland Museum of Art,Pilgrim's Flask with Saint Menas,Ceramic,terracotta,400–600 CE,Pottery,https://openaccess-cdn.clevelandart.org/1999.231/1999.231_web.jpg
CLE_101377,Cleveland Museum of Art,Arched Sistrum,Implements,"bronze, hollow cast",380–343 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1920.1990/1920.1990_web.jpg
CLE_102373,Cleveland Museum of Art,Canopic Jar with Baboon's Head,Funerary Equipment,travertine,664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1921.1020/1921.1020_web.jpg
CLE_102374,Cleveland Museum of Art,Canopic Jar with Baboon's Head,Funerary Equipment,travertine,664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1921.1020.a/1921.1020.a_web.jpg
CLE_129205,Cleveland Museum of Art,Silk with lattice of animals in medallions,Textile,Silk: samite,600s–800s,Unclassified,https://openaccess-cdn.clevelandart.org/1952.103/1952.103_web.jpg
CLE_160977,Cleveland Museum of Art,Pilgrim's Flask with Saint Menas,Ceramic,terracotta,400–600,Pottery,https://openaccess-cdn.clevelandart.org/1999.233/1999.233_web.jpg
CLE_98299,Cleveland Museum of Art,Head of Queen Hatshepsut (?),Sculpture,graywacke,c. 1479–1457 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1917.976/1917.976_web.jpg
CLE_130392,Cleveland Museum of Art,The Return of the Holy Family to Nazareth,Painting,oil on canvas,c. 1627,Reliefs,https://openaccess-cdn.clevelandart.org/1953.156/1953.156_web.jpg
CLE_152144,Cleveland Museum of Art,Cosmetic Vessel (Beaker),Vessels,obsidian and gold,c. 1859–1814 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1985.107/1985.107_web.jpg
CLE_101362,Cleveland Museum of Art,Trial Piece Worked on Both Sides,Sculpture,limestone,c. 1391–1353 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1920.1975.b/1920.1975.b_web.jpg
CLE_102370,Cleveland Museum of Art,Canopic Jar with Man's Head,Funerary Equipment,travertine,664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1921.1019.a/1921.1019.a_web.jpg
CLE_113309,Cleveland Museum of Art,Decorated Situla,Vessels,bronze,305–30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1932.32/1932.32_web.jpg
CLE_94250,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.2/1914.718.2_web.jpg
CLE_135657,Cleveland Museum of Art,Talatat: Men Hoeing the Earth,Sculpture,painted sandstone,c. 1353–1347 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1959.187/1959.187_web.jpg
CLE_102375,Cleveland Museum of Art,Canopic Jar with Baboon's Head (lid),Funerary Equipment,travertine,664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1921.1020.b/1921.1020.b_web.jpg
CLE_154727,Cleveland Museum of Art,Mit Rahina Ware Vessel,Vessels,polychrome faience,200–100 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1989.31/1989.31_web.jpg
CLE_101391,Cleveland Museum of Art,Seated Pair Statue,Sculpture,painted limestone,c. 1479–1425 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1920.2003/1920.2003_web.jpg
CLE_94203,Cleveland Museum of Art,Shawabty Box of Ditamenpaankh (cover),Funerary Equipment,painted wood,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.1.b/1914.718.1.b_web.jpg
CLE_94122,Cleveland Museum of Art,"Stele of the High Priest of Ptah, Shedsunefertem",Sculpture,"limestone, originally painted and gilded",945–924 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.669/1914.669_web.jpg
CLE_127171,Cleveland Museum of Art,Prophet and Lector-Priest with Offerings of Live Geese,Sculpture,limestone,c. 667–647 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1949.494/1949.494_web.jpg
CLE_160976,Cleveland Museum of Art,Pilgrim's Flask with Saint Menas,Ceramic,terracotta,400–600,Pottery,https://openaccess-cdn.clevelandart.org/1999.232/1999.232_web.jpg
CLE_130419,Cleveland Museum of Art,Nereid (Sea-Nymph) from a Hanging,Textile,"dyed wool, undyed linen",late 300s–400s CE,Unclassified,https://openaccess-cdn.clevelandart.org/1953.18/1953.18_web.jpg
CLE_130828,Cleveland Museum of Art,"Egypt & Nubia, Volume III, No. 8: Mosque of Sultan Hassan, Cairo",Print,color lithograph,1842–49,Unclassified,https://openaccess-cdn.clevelandart.org/1953.532/1953.532_web.jpg
CLE_94202,Cleveland Museum of Art,Shawabty Box of Ditamenpaankh,Funerary Equipment,painted wood,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.1.a/1914.718.1.a_web.jpg
CLE_94200,Cleveland Museum of Art,Covered Box and Shawabtys of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718/1914.718_web.jpg
CLE_151044,Cleveland Museum of Art,Hanging with Christian Images,Textile,"dyed wool, undyed linen: plain weave (tabby) with inwoven tapestry weave",500s,Unclassified,https://openaccess-cdn.clevelandart.org/1982.73/1982.73_web.jpg
CLE_132330,Cleveland Museum of Art,Ornamental Panel (from a Ceiling?),Furniture and woodwork,wood with paint,500s (frame) and 700s (central panel),Unclassified,https://openaccess-cdn.clevelandart.org/1954.799/1954.799_web.jpg
CLE_153805,Cleveland Museum of Art,The Cave,Print,etching and engraving,c. 1652–54,Unclassified,https://openaccess-cdn.clevelandart.org/1987.92.4/1987.92.4_web.jpg
CLE_93955,Cleveland Museum of Art,Unguent Bottle (Krateriskos),Vessels,glass,c. 1336–1295 BCE,Pottery,https://openaccess-cdn.clevelandart.org/1914.541/1914.541_web.jpg
CLE_153803,Cleveland Museum of Art,The Large Tree and the Cascade,Print,etching and engraving,c. 1652–54,Unclassified,https://openaccess-cdn.clevelandart.org/1987.92.2/1987.92.2_web.jpg
CLE_154259,Cleveland Museum of Art,Face from a Cosmetic Spoon,Cosmetic Objects,ivory,1391–1353 BCE,Unclassified,https://openaccess-cdn.clevelandart.org/1988.7/1988.7_web.jpg
CLE_94207,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,c. 715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.102/1914.718.102_web.jpg
CLE_94252,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.21/1914.718.21_web.jpg
CLE_94330,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.92/1914.718.92_web.jpg
CLE_94332,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,faience,c. 715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.94/1914.718.94_web.jpg
CLE_94336,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.98/1914.718.98_web.jpg
CLE_129188,Cleveland Museum of Art,Tapestry with lattice of animals in medallions,Textile,wool and linen: tapestry weave,600s–700s,Unclassified,https://openaccess-cdn.clevelandart.org/1951.89/1951.89_web.jpg
CLE_94118,Cleveland Museum of Art,Double-Sided Votive Relief,Sculpture,limestone,305–30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.666.a/1914.666.a_web.jpg
CLE_94134,Cleveland Museum of Art,Statuette of Amen-Ra,Sculpture,"bronze, solid cast",664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.679/1914.679_web.jpg
CLE_101390,Cleveland Museum of Art,Domestic Shrine,Sculpture,"limestone, originally painted",c. 1479–1425 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1920.2002/1920.2002_web.jpg
CLE_153802,Cleveland Museum of Art,The Little Angels on the Hill,Print,etching and engraving,c. 1652–54,Unclassified,https://openaccess-cdn.clevelandart.org/1987.92.1/1987.92.1_web.jpg
CLE_148336,Cleveland Museum of Art,Fragment with Satyr and Maenad,Textile,Linen: undyed; wool: dyed; plain weave ground with tapestry weave,300s CE,Unclassified,https://openaccess-cdn.clevelandart.org/1975.6/1975.6_web.jpg
CLE_142385,Cleveland Museum of Art,Portrait Head of C. Cornelius Gallus (?),Sculpture,marble,c. 30 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1966.20/1966.20_web.jpg
CLE_94201,Cleveland Museum of Art,Covered Box for Shawabtys of Ditamenpaankh,Funerary Equipment,painted wood,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.1/1914.718.1_web.jpg
CLE_94230,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.123/1914.718.123_web.jpg
CLE_94316,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.8/1914.718.8_web.jpg
CLE_94116,Cleveland Museum of Art,Votive Relief of a King,Sculpture,limestone,305–246 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.665/1914.665_web.jpg
CLE_93996,Cleveland Museum of Art,Frog Amulet,Amulets,carnelian,c. 1540–1296 BCE,Jewellery,https://openaccess-cdn.clevelandart.org/1914.570/1914.570_web.jpg
CLE_94305,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.7/1914.718.7_web.jpg
CLE_94206,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.101/1914.718.101_web.jpg
CLE_94245,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.15/1914.718.15_web.jpg
CLE_94283,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.5/1914.718.5_web.jpg
CLE_94244,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.14/1914.718.14_web.jpg
CLE_94249,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.19/1914.718.19_web.jpg
CLE_94321,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.84/1914.718.84_web.jpg
CLE_119791,Cleveland Museum of Art,Horus Falcon,Sculpture,"bronze, solid cast",664–30 BCE OR 664–330 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1940.615/1940.615_web.jpg
CLE_169939,Cleveland Museum of Art,"Egypt and Nubia, Volume III: Mosque of Sultan Hassan, from the Great Square of the Rameyleh",Print,color lithograph,1849,Unclassified,https://openaccess-cdn.clevelandart.org/2012.178/2012.178_web.jpg
CLE_94234,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.127/1914.718.127_web.jpg
CLE_94235,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.128/1914.718.128_web.jpg
CLE_94246,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.16/1914.718.16_web.jpg
CLE_94322,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.85/1914.718.85_web.jpg
CLE_94331,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.93/1914.718.93_web.jpg
CLE_169740,Cleveland Museum of Art,Leaf from a Book of Hours:  Initial D: Flight into Egypt (2 of 2 Excised Leaves),Manuscript,"ink, tempera, and gold on vellum",early 1300s,Jewellery,https://openaccess-cdn.clevelandart.org/2011.56/2011.56_web.jpg
CLE_94226,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.12/1914.718.12_web.jpg
CLE_94227,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.120/1914.718.120_web.jpg
CLE_94229,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.122/1914.718.122_web.jpg
CLE_94233,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.126/1914.718.126_web.jpg
CLE_94323,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.86/1914.718.86_web.jpg
CLE_94328,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.90/1914.718.90_web.jpg
CLE_94329,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.91/1914.718.91_web.jpg
CLE_138686,Cleveland Museum of Art,Tomb Relief of the Chief Physician Amenhotep and Family,Sculpture,limestone with traces of paint,c. 1279–1257 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1963.100/1963.100_web.jpg
CLE_93956,Cleveland Museum of Art,Fragment of a Lintel: Hapiu's Female Musicians,Sculpture,limestone,380–343 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.542/1914.542_web.jpg
CLE_102365,Cleveland Museum of Art,Stele of Shemai,Funerary Equipment,painted limestone,c. 1960–1916 BCE,Reliefs,https://openaccess-cdn.clevelandart.org/1921.1017/1921.1017_web.jpg
CLE_94236,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.129/1914.718.129_web.jpg
CLE_94326,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.89/1914.718.89_web.jpg
CLE_94327,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.9/1914.718.9_web.jpg
CLE_150873,Cleveland Museum of Art,Tunic Fragment with Segmentum,Textile,"Wool, linen, and dye",c. 500,Unclassified,https://openaccess-cdn.clevelandart.org/1982.270/1982.270_web.jpg
CLE_94248,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.18/1914.718.18_web.jpg
CLE_94324,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.87/1914.718.87_web.jpg
CLE_94335,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.97/1914.718.97_web.jpg
CLE_94337,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.99/1914.718.99_web.jpg
CLE_119847,Cleveland Museum of Art,Statuette of Sekhmet,Sculpture,"bronze, figure solid cast, obelisk hollow cast",664–525 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1940.669/1940.669_web.jpg
CLE_94204,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.10/1914.718.10_web.jpg
CLE_94205,Cleveland Museum of Art,Shawabty of Ditamenpaankh,Funerary Equipment,terracotta,715–656 BCE,Statuary,https://openaccess-cdn.clevelandart.org/1914.718.100/1914.718.100_web.jpg
